qid,img,width,height,orientation,n_main,fb_external_1,fb_external_2,fb_external_3,fb_external_4,fb_external_5,fb_comment_1,fb_comment_2,fb_post,comment,edge,external,fb_home
1,1645329105000-2022-02-20-11-51-45-479-Facebook.jpg,360,728,0,2,0,0,0,0,0,0.5160684585571289,0,0,0.5160684585571289,,0.0,0.0
2,1650722565000-2022-04-23-22-02-45-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.8583937883377075,0.0,603,0.0,0.9312030673027039
2,1650722566000-2022-04-23-22-02-46-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9254502058029175,0.0,787,0.0,0.6332848072052002
2,1650722567000-2022-04-23-22-02-47-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9907487034797668,0.0,134,0.0,0.7744675874710083
2,1650722568000-2022-04-23-22-02-48-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.895028829574585
2,1650722569000-2022-04-23-22-02-49-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.9789353609085083
2,1650722570000-2022-04-23-22-02-50-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.9789353609085083
2,1650722571000-2022-04-23-22-02-51-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.8661200404167175
2,1650722573000-2022-04-23-22-02-53-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.8661200404167175
2,1650722574000-2022-04-23-22-02-54-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9075521230697632,0.0,274,0.0,0.8810470700263977
2,1650722575000-2022-04-23-22-02-55-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9893679618835449,0.0,124,0.0,0.70709228515625
2,1650722576000-2022-04-23-22-02-56-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9890546202659607,0.0,124,0.0,0.707094669342041
2,1650722578000-2022-04-23-22-02-58-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.8770611882209778,0.0,684,0.0,0.6789871454238892
2,1650722579000-2022-04-23-22-02-59-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9254125952720642,0.0,480,0.0,0.7858424782752991
2,1650722580000-2022-04-23-22-03-00-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.7924630641937256,0.0,267,0.0,0.9399721622467041
2,1650722581000-2022-04-23-22-03-01-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.9357011914253235
2,1650722582000-2022-04-23-22-03-02-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.9118844270706177
2,1650722584000-2022-04-23-22-03-04-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9446237087249756,0.0,363,0.0,0.4855688214302063
2,1650722585000-2022-04-23-22-03-05-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9119502902030945,0.0,224,0.0,0.9227591753005981
2,1650722586000-2022-04-23-22-03-06-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.8867320418357849,0.0,313,0.0,0.8274028897285461
2,1650722587000-2022-04-23-22-03-07-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.8779798150062561_0.7528188824653625,0.0,166_885,0.0,0.8646805286407471
2,1650722588000-2022-04-23-22-03-08-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.7314107418060303,0.0,937,0.0,0.8620316386222839
2,1650722589000-2022-04-23-22-03-09-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.8649714589118958,0.0,753,0.0,0.7926756143569946
2,1650722590000-2022-04-23-22-03-10-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.33159491419792175
2,1650722591000-2022-04-23-22-03-11-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9072589874267578,0.0,199,0.0,0.9167441725730896
2,1650722592000-2022-04-23-22-03-12-2551-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.771565854549408,0.0,316,0.0,0.7460983991622925
3,1651995779000-2022-05-08-15-42-59-342-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.9946587681770325,0.0,540,0.0,0.8809422254562378
3,1651995781000-2022-05-08-15-43-01-342-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.7500461935997009
3,1651997754000-2022-05-08-16-15-54-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.9837011098861694,0.0,416,0.0,0.9338124394416809
3,1651997755000-2022-05-08-16-15-55-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.979698121547699,0.0,377,0.0,0.9096046686172485
3,1651997756000-2022-05-08-16-15-56-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.9795271754264832,0.0,288,0.0,0.9088968634605408
3,1651997757000-2022-05-08-16-15-57-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.9853232502937317,0.0,269,0.0,0.9190073609352112
3,1651997758000-2022-05-08-16-15-58-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.995072603225708,0.0,253,0.0,0.8430929780006409
3,1651997759000-2022-05-08-16-15-59-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.98243647813797,0.0,243,0.0,0.8731549978256226
3,1651997760000-2022-05-08-16-16-00-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.9305397868156433
3,1651997761000-2022-05-08-16-16-01-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.9724687337875366,0.0,615,0.0,0.9305397868156433
3,1651997762000-2022-05-08-16-16-02-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.9650349617004395,0.0,631,0.0,0.8980167508125305
3,1651997763000-2022-05-08-16-16-03-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.9580294489860535_0.9287038445472717,0.0,166_601,0.0,0.8662619590759277
3,1651997764000-2022-05-08-16-16-04-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.9539198875427246,0.0,434,0.0,0.8843263983726501
3,1651997766000-2022-05-08-16-16-06-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.8589715361595154
3,1651997767000-2022-05-08-16-16-07-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.9565194249153137,0.0,222,0.0,0.9048330783843994
3,1651997768000-2022-05-08-16-16-08-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.9961203932762146,0.0,390,0.0,0.8792345523834229
3,1651997769000-2022-05-08-16-16-09-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.9887019395828247,0.0,374,0.0,0.9020423889160156
3,1651997771000-2022-05-08-16-16-11-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.9903616309165955,0.0,312,0.0,0.9148212671279907
3,1651997772000-2022-05-08-16-16-12-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.9973044991493225,0.0,234,0.0,0.933844804763794
3,1651997773000-2022-05-08-16-16-13-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.8179961442947388
3,1651997775000-2022-05-08-16-16-15-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.9947063326835632,0.0,283,0.0,0.9414820075035095
3,1651997777000-2022-05-08-16-16-17-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.9100560545921326
3,1651997783000-2022-05-08-16-16-23-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.7237318158149719_0.4180755913257599,0.0,171_4,0.0,0.0
3,1651997784000-2022-05-08-16-16-24-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.4806365370750427,0.0,4,0.0,0.0
3,1651997786000-2022-05-08-16-16-26-343-Facebook.jpg,360,698,0,0,0,0,0,0,0,0,0,0.4874282479286194,0.0,4,0.0,0.0
4,1653320231000-2022-05-23-23-37-11-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320232000-2022-05-23-23-37-12-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320233000-2022-05-23-23-37-13-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320234000-2022-05-23-23-37-14-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320235000-2022-05-23-23-37-15-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320236000-2022-05-23-23-37-16-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320237000-2022-05-23-23-37-17-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320238000-2022-05-23-23-37-18-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320239000-2022-05-23-23-37-19-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320240000-2022-05-23-23-37-20-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320241000-2022-05-23-23-37-21-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320242000-2022-05-23-23-37-22-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320243000-2022-05-23-23-37-23-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320244000-2022-05-23-23-37-24-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320245000-2022-05-23-23-37-25-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320246000-2022-05-23-23-37-26-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320247000-2022-05-23-23-37-27-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320248000-2022-05-23-23-37-28-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320249000-2022-05-23-23-37-29-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320251000-2022-05-23-23-37-31-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320252000-2022-05-23-23-37-32-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320254000-2022-05-23-23-37-34-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320255000-2022-05-23-23-37-35-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320256000-2022-05-23-23-37-36-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
4,1653320257000-2022-05-23-23-37-37-1367-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
5,1640605992000-2021-12-27-19-53-12-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
5,1640605993000-2021-12-27-19-53-13-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
5,1640605994000-2021-12-27-19-53-14-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
5,1640605995000-2021-12-27-19-53-15-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
5,1640605996000-2021-12-27-19-53-16-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
5,1640605997000-2021-12-27-19-53-17-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.8771253228187561
5,1640605998000-2021-12-27-19-53-18-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.9117917418479919,0.0,571,0.0,0.8092398047447205
5,1640605999000-2021-12-27-19-53-19-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.9000252485275269,0.0,992,0.0,0.7477408051490784
5,1640606000000-2021-12-27-19-53-20-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.4766453206539154
5,1640606001000-2021-12-27-19-53-21-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.7074180245399475
5,1640606002000-2021-12-27-19-53-22-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.8585587739944458
5,1640606003000-2021-12-27-19-53-23-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.9155612587928772,0.0,859,0.0,0.8318617939949036
5,1640606005000-2021-12-27-19-53-25-54-Facebook.jpg,540,1080,0,2,0,0,0,0,0,0.9922987818717957,0,0,0.9922987818717957,,0.0,0.0
5,1640606006000-2021-12-27-19-53-26-54-Facebook.jpg,540,1080,0,2,0,0,0,0,0,0.9914622902870178,0,0,0.9914622902870178,,0.0,0.0
5,1640606007000-2021-12-27-19-53-27-54-Facebook.jpg,540,1080,0,2,0,0,0,0,0,0.9110522866249084,0,0,0.9110522866249084,,0.0,0.0
5,1640606009000-2021-12-27-19-53-29-54-Facebook.jpg,540,1080,0,2,0,0,0,0,0,0,0,0.9075751304626465,0.0,858,0.0,0.821803867816925
5,1640606010000-2021-12-27-19-53-30-54-Facebook.jpg,540,1080,0,2,0,0,0,0,0,0.39134660363197327,0,0,0.39134660363197327,,0.0,0.0
5,1640606011000-2021-12-27-19-53-31-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
5,1640606012000-2021-12-27-19-53-32-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.9250494837760925,0.0,960,0.0,0.7516659498214722
5,1640606015000-2021-12-27-19-53-35-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.9422442317008972,0.0,626,0.0,0.8145907521247864
5,1640606016000-2021-12-27-19-53-36-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.9667084217071533,0.0,411,0.0,0.820507287979126
5,1640606018000-2021-12-27-19-53-38-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.8764892220497131,0.0,643,0.0,0.8076717257499695
5,1640606020000-2021-12-27-19-53-40-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.9825357794761658,0.0,623,0.0,0.8491939306259155
5,1640606021000-2021-12-27-19-53-41-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0.9957419037818909_0.9494223594665527,0.0,976_433,0.0,0.895591139793396
5,1640606022000-2021-12-27-19-53-42-54-Facebook.jpg,540,1080,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813549000-2021-06-28-01-05-49-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813550000-2021-06-28-01-05-50-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813551000-2021-06-28-01-05-51-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813552000-2021-06-28-01-05-52-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813553000-2021-06-28-01-05-53-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813554000-2021-06-28-01-05-54-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813555000-2021-06-28-01-05-55-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.6379457712173462,0.0,377,0.0,0.0
6,1624813556000-2021-06-28-01-05-56-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.8815662860870361,0.0,270,0.0,0.0
6,1624813557000-2021-06-28-01-05-57-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.8822782039642334,0.0,270,0.0,0.0
6,1624813558000-2021-06-28-01-05-58-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9062351584434509_0.8195846676826477,0.0,737_677,0.0,0.0
6,1624813559000-2021-06-28-01-05-59-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9718281626701355_0.9666443467140198_0.8346348404884338,0.0,230_678_453,0.0,0.0
6,1624813560000-2021-06-28-01-06-00-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813561000-2021-06-28-01-06-01-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813562000-2021-06-28-01-06-02-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813563000-2021-06-28-01-06-03-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813564000-2021-06-28-01-06-04-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813565000-2021-06-28-01-06-05-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813566000-2021-06-28-01-06-06-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813568000-2021-06-28-01-06-08-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813569000-2021-06-28-01-06-09-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813570000-2021-06-28-01-06-10-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813571000-2021-06-28-01-06-11-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813572000-2021-06-28-01-06-12-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813573000-2021-06-28-01-06-13-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
6,1624813574000-2021-06-28-01-06-14-1441-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0
7,1647416141000-2022-03-16-15-35-41-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.9074782729148865
7,1647416142000-2022-03-16-15-35-42-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.8317819237709045,0.0,888,0.0,0.9524791836738586
7,1647416143000-2022-03-16-15-35-43-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9528687000274658,0.0,117,0.0,0.9557390213012695
7,1647416144000-2022-03-16-15-35-44-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9720001220703125,0.0,827,0.0,0.876130998134613
7,1647416145000-2022-03-16-15-35-45-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.9732778668403625
7,1647416146000-2022-03-16-15-35-46-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.8793279528617859
7,1647416147000-2022-03-16-15-35-47-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.4058622121810913
7,1647416148000-2022-03-16-15-35-48-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.7660396099090576,0.0,860,0.0,0.8966041207313538
7,1647416149000-2022-03-16-15-35-49-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.7363367676734924,0.0,340,0.0,0.949225664138794
7,1647416150000-2022-03-16-15-35-50-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9484097361564636,0.0,413,0.0,0.984717845916748
7,1647416151000-2022-03-16-15-35-51-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9370974898338318,0.0,413,0.0,0.9835473299026489
7,1647416152000-2022-03-16-15-35-52-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9370974898338318,0.0,413,0.0,0.9835473299026489
7,1647416153000-2022-03-16-15-35-53-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9370974898338318,0.0,413,0.0,0.9835473299026489
7,1647416155000-2022-03-16-15-35-55-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9555234909057617,0.0,331,0.0,0.9291219711303711
7,1647416156000-2022-03-16-15-35-56-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.962925374507904,0.0,261,0.0,0.6784870624542236
7,1647416158000-2022-03-16-15-35-58-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9629254937171936,0.0,261,0.0,0.6784870624542236
7,1647416159000-2022-03-16-15-35-59-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9630550742149353,0.0,261,0.0,0.6782599687576294
7,1647416160000-2022-03-16-15-36-00-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9770570993423462,0.0,233,0.0,0.8662355542182922
7,1647416161000-2022-03-16-15-36-01-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9716782569885254,0.0,231,0.0,0.8966637253761292
7,1647416162000-2022-03-16-15-36-02-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.963701605796814,0.0,231,0.0,0.8902113437652588
7,1647416163000-2022-03-16-15-36-03-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0.9562608003616333,0.0,171,0.0,0.9253667593002319
7,1647416164000-2022-03-16-15-36-04-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.8017663955688477
7,1647416166000-2022-03-16-15-36-06-55-Facebook.jpg,540,960,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.5582912564277649
7,1647416167000-2022-03-16-15-36-07-55-Facebook.jpg,540,960,0,1,0.9987579584121704,0,0,0,0,0,0,0,0.0,,0.9987579584121704,0.0
7,1647416168000-2022-03-16-15-36-08-55-Facebook.jpg,540,960,0,1,0.9989198446273804,0,0,0,0,0,0,0,0.0,,0.9989198446273804,0.0
8,1645101666000-2022-02-17-20-41-06-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9996076822280884,0,0,0,0.0,,0.9996076822280884,0.0
8,1645101667000-2022-02-17-20-41-07-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9996076822280884,0,0,0,0.0,,0.9996076822280884,0.0
8,1645101668000-2022-02-17-20-41-08-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9997484087944031,0,0,0,0.0,,0.9997484087944031,0.0
8,1645101669000-2022-02-17-20-41-09-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.9997484087944031,0,0,0,0.0,,0.9997484087944031,0.0
8,1645101670000-2022-02-17-20-41-10-484-Facebook.jpg,540,1005,0,1,0,0,0,0,0.999704897403717,0,0,0,0.0,,0.999704897403717,0.0
