predict,actual
0.9445496797561646,1
0.983506977558136,1
0.8256224989891052,1
0.8751264810562134,0
0.8736787438392639,0
0.9303137063980103,1
0.9682878851890564,1
0.9775509834289551,1
0.9151138663291931,0
0,1
0.9705148935317993,1
0.9670738577842712,1
0.9670738577842712,1
0.9796236157417297,1
0.9885149002075195,1
0.8131064176559448,1
0.9636366367340088,1
0.9580312371253967,1
0.9580312371253967,1
0.9580311179161072,1
0.9825144410133362,1
0.9677909016609192,1
0.9863708019256592,1
0.9328317642211914,1
0.9544766545295715,1
0.9946587681770325,1
0.9837011098861694,1
0.979698121547699,1
0.9795271754264832,1
0.9853232502937317,1
0.995072603225708,1
0.98243647813797,1
0.9580294489860535,1
0,1
0.9539198875427246,1
0.9565194249153137,1
0.9961203932762146,1
0.9887019395828247,1
0.9903616309165955,1
0.9973044991493225,1
0.9947063326835632,1
0.7237318158149719,0
0.9719139933586121,1
0.9872731566429138,1
0.9872731566429138,1
0.9457525610923767,1
0.9049322605133057,1
0.9433494806289673,1
0.8114064931869507,1
0.9987974166870117,1
0.9903592467308044,1
0.9952049255371094,1
0.9227175116539001,1
0.990241289138794,1
0.9743193984031677,0
0.990241289138794,1
0.9743193984031677,0
0.9379165768623352,1
0.9213451147079468,1
0.9853761792182922,1
0.9838980436325073,1
0.8659569025039673,1
0.8883441090583801,1
0.9576835036277771,1
0.8583937883377075,1
0.9254502058029175,1
0.9075521230697632,1
0.8770611882209778,1
0.9254125952720642,1
0.7924630641937256,1
0.9446237087249756,1
0.9119502902030945,1
0.8867320418357849,1
0.8779798150062561,1
0.8649714589118958,1
0.9072589874267578,1
0.771565854549408,1
0.6379457712173462,1
0.8815662860870361,1
0.8822782039642334,1
0.9062351584434509,0
0.8195846676826477,1
0.9718281626701355,1
0.9666443467140198,1
0.8346348404884338,1
0,1
0.7363367676734924,1
0.9484097361564636,1
0.9370974898338318,1
0.9370974898338318,1
0.9370974898338318,1
0.9555234909057617,1
0.962925374507904,1
0.9629254937171936,1
0.9630550742149353,1
0.9770570993423462,1
0.9716782569885254,1
0.963701605796814,1
0.9562608003616333,1
0.8568292856216431,1
0.9155562520027161,1
0.9508490562438965,1
0.9324817061424255,1
0.9726898074150085,0
0.9724833965301514,0
0.9724003076553345,0
0.9729193449020386,0
0.9734348058700562,0
0.9871767163276672,0
0.9182977676391602,1
0.920194149017334,1
0.9149633646011353,1
0.9154662489891052,1
0.9248901009559631,1
0.9282758831977844,1
0.9165574908256531,1
0.9188562631607056,1
0.9269056916236877,1
0.9215120673179626,1
0.9228511452674866,1
0.9264723658561707,1
0.9348621368408203,1
0.9270582795143127,1
0.9263745546340942,1
0.9312227964401245,1
0.9272181987762451,1
0.9263647794723511,1
0.9311003088951111,1
0.9238111972808838,1
0.9241832494735718,1
0.9191160202026367,1
0.9214293956756592,1
0.9964165687561035,0
0.9524435997009277,0
0.9969021677970886,0
0.8615218997001648,0
0.9966411590576172,0
0.9789862036705017,0
0.9966488480567932,0
0.8446977734565735,0
0.9964663982391357,0
0.9966832995414734,0
0.9557159543037415,0
0.9967588186264038,0
0.9077120423316956,0
0.9967446327209473,0
0.9536711573600769,0
0.996785044670105,0
0.9339229464530945,0
0.9968998432159424,0
0.98771733045578,0
0.996856689453125,0
0.9402434229850769,0
0.9968472123146057,0
0.8494304418563843,0
0.9965446591377258,0
0.9966182708740234,0
0.5717852115631104,0
0.9966078400611877,0
0.42203783988952637,0
0.9965308904647827,0
0.9966028928756714,0
0.9967259168624878,0
0.9125482439994812,0
0.9966565370559692,0
0.9966089129447937,0
0.4949134886264801,0
0.9966189861297607,0
0.24317213892936707,0
0.9966421723365784,0
0.3452373445034027,0
0.9965551495552063,0
0.6397510766983032,0
0.9965428709983826,0
0.7295776009559631,0
0.9966424107551575,0
0.7774329781532288,1
0.9971820712089539,1
0.9907841086387634,1
0.9791812300682068,1
0.9939755201339722,1
0.9302427172660828,0
0.9883373379707336,0
0.9852136969566345,0
0.9509198665618896,0
0.8642346262931824,0
0.7578557729721069,0
0.9848216772079468,1
0.966995894908905,1
0.98642897605896,1
0.972618579864502,1
0.9838336110115051,1
0.9902867674827576,1
0.9933925271034241,1
0.788034975528717,1
0.9170013070106506,1
0.9895766973495483,1
0.9820016622543335,1
0.9959192276000977,1
0.9939596056938171,1
0.9769640564918518,0
0.9906705021858215,1
0.9432964324951172,1
0.9901930093765259,1
0.9512073397636414,1
0.7439892888069153,0
0.9669084548950195,1
0.9669084548950195,1
0.9669084548950195,1
0.9669084548950195,1
0.9553115367889404,1
0.9299901127815247,1
0.9719123840332031,1
0.9719123840332031,1
0.971931517124176,1
0.971931517124176,1
0.9519861340522766,1
0.8222267031669617,1
0.7503563165664673,1
0.8053876161575317,1
0.9204236268997192,1
0.919992983341217,1
0.919992983341217,1
