predict,actual
0.9859561920166016,1
0.9964694976806641,1
0.9376518726348877,1
0.2426626831293106,0
0.9852593541145325,0
0.9849401712417603,0
0.9968423247337341,1
0.9897188544273376,1
0.9855491518974304,1
0.9870458841323853,0
0,1
0.9411067366600037,1
0.9959492683410645,1
0.9959492683410645,1
0.9562175869941711,1
0.9851480722427368,1
0.8967419862747192,1
0.9979826211929321,1
0.9911386966705322,1
0.9911386966705322,1
0.9911386966705322,1
0.9979021549224854,1
0.9961901903152466,1
0.9942365884780884,1
0.9985107183456421,1
0.9993048906326294,1
0.9880014061927795,1
0.998675525188446,1
0.9945226311683655,1
0.9982829689979553,1
0.9986526370048523,1
0.9992876052856445,1
0.997085690498352,1
0.9962436556816101,1
0.9956668615341187,1
0.9971211552619934,1
0.9975277781486511,1
0.982364296913147,1
0.9936186671257019,1
0.9604533910751343,1
0.9996374845504761,1
0.9957907795906067,1
0.9875863790512085,0
0.9997770190238953,1
0.9988528490066528,1
0.9988528490066528,1
0.9968361854553223,1
0.9966955184936523,1
0.993872344493866,1
0.9888883829116821,1
0.9995449185371399,1
0.9995868802070618,1
0.999016523361206,1
0.9984615445137024,1
0.9971482753753662,0
0.9949585795402527,1
0.9971482753753662,0
0.9949585795402527,1
0.9959636926651001,1
0.989628791809082,1
0.999314546585083,1
0.9968119859695435,1
0.9876030683517456,1
0.9971939325332642,1
0.9953674674034119,1
0.943295955657959,1
0.976327657699585,1
0.9926735758781433,1
0.9677098989486694,1
0.9894847273826599,1
0.9880180358886719,1
0.9528847336769104,1
0.9793081879615784,1
0.8997843265533447,1
0.9952275156974792,1
0.989838719367981,1
0.9343789219856262,1
0.9939146041870117,1
0.9682452082633972,1
0.9834750890731812,1
0.983368456363678,1
0.9721174836158752,0
0.9352675676345825,1
0.9930583834648132,1
0.9850736260414124,1
0.9532719850540161,1
0.9881795048713684,1
0.9571790099143982,1
0.9530901908874512,1
0.8982967138290405,1
0.8982967138290405,1
0.8982967138290405,1
0.974837064743042,1
0.9678152203559875,1
0.967815101146698,1
0.9676812887191772,1
0.9848834872245789,1
0.9695412516593933,1
0.9566664695739746,1
0.9759820699691772,1
0.7068029642105103,1
0.9761961698532104,1
0.9731364846229553,1
0.9165160059928894,1
0.9974715113639832,0
0.9974771738052368,0
0.9974899888038635,0
0.997471034526825,0
0.9974809885025024,0
0.9943435788154602,0
0.9946194887161255,1
0.9944156408309937,1
0.9940835237503052,1
0.9938160181045532,1
0.9933941960334778,1
0.9934414029121399,1
0.9942691922187805,1
0.9940342307090759,1
0.9946019053459167,1
0.9940758347511292,1
0.9942836165428162,1
0.9942059516906738,1
0.9944890737533569,1
0.9942612051963806,1
0.9941953420639038,1
0.994411826133728,1
0.993791401386261,1
0.9936696887016296,1
0.9937297105789185,1
0.9941090941429138,1
0.9940093159675598,1
0.9942584037780762,1
0.9943062663078308,1
0.9995914101600647,0
0.9995594620704651,0
0.9995567202568054,0
0.9995583891868591,0
0.9995357990264893,0
0.9995542168617249,0
0.9995630383491516,0
0.9995627999305725,0
0.9995589852333069,0
0.9995527863502502,0
0.9995613694190979,0
0.9995730519294739,0
0.9995964169502258,0
0.9996086359024048,0
0.9996016621589661,0
0.9995927214622498,0
0.9995920062065125,0
0.9995823502540588,0
0.9995847344398499,0
0.9996066689491272,0
0.999605119228363,0
0.9996009469032288,0
0.9996007084846497,0
0.9996045231819153,0
0.9995928406715393,0
0.8487190008163452,1
0.9998292922973633,1
0.8541919589042664,1
0.4600800573825836,1
0.9956414103507996,1
0.9758423566818237,0
0.9813321232795715,0
0.9564989805221558,0
0.9373105764389038,0
0.9977952241897583,1
0.7254392504692078,1
0.9972527027130127,1
0.9791174530982971,1
0.9976418614387512,1
0.9991794228553772,1
0.9992889165878296,1
0.9439312219619751,1
0.994156002998352,1
0.9720165133476257,1
0.9761409163475037,1
0.9836313128471375,1
0.9910935759544373,1
0.7544264793395996,0
0.9789360761642456,1
0.8792209625244141,1
0.991209864616394,1
0.5678973197937012,1
0.9884499311447144,0
0.9754934906959534,1
0.9754934906959534,1
0.9754934906959534,1
0.9754934906959534,1
0.9836905002593994,1
0.9493082761764526,1
0.9958992600440979,1
0.9958992600440979,1
0.9959021806716919,1
0.9959021806716919,1
0.9404305219650269,1
0.8962059020996094,1
0.9585239291191101,1
0.9889253377914429,1
0.9878905415534973,1
0.9878746271133423,1
0.9878746271133423,1
0.9878746271133423,1
0.9878746271133423,1
0.987838864326477,1
0.987838864326477,1
0.987811803817749,1
0.9878746271133423,1
0.987811803817749,1
0.9892967343330383,1
0.9892967343330383,1
0.9637161493301392,1
0.9637161493301392,1
0.9637161493301392,1
0.9637161493301392,1
0.9637161493301392,1
0.9637161493301392,1
0.9636896848678589,1
0.9636896848678589,1
0.9637161493301392,1
0.9637161493301392,1
0.9637161493301392,1
0.9637161493301392,1
0.9637161493301392,1
0.9637161493301392,1
0.9636896848678589,1
0.9637831449508667,1
0.9637831449508667,1
0.9637831449508667,1
0.9637831449508667,1
0.9637579321861267,1
0.9637831449508667,1
0.9637831449508667,1
0.9637831449508667,1
0.9637831449508667,1
0.9637831449508667,1
0.9189751148223877,1
0.9508476257324219,1
0.9846484661102295,1
0.9919720888137817,1
0.9051076173782349,1
0.9640752077102661,1
0.9640752077102661,1
0.9640752077102661,1
0.9456678628921509,1
0.9675259590148926,1
0.9508097767829895,1
0.9977707862854004,1
0.9850034713745117,0
0.9928126931190491,1
0.9948617219924927,1
0.9962453842163086,1
0.9903033971786499,1
0.977526843547821,1
0.977526843547821,1
0.9700692892074585,1
0.9704034328460693,1
0.9702281355857849,1
0.9704034328460693,1
0.9898415207862854,1
0.9917331337928772,1
0.9930713772773743,1
0.9981674551963806,1
0.8848640322685242,1
0.9960037469863892,1
0.9804860353469849,1
0.9803807139396667,1
0.9991323947906494,1
0.9961481094360352,1
0.9955635666847229,1
0.9384459853172302,1
0.9922094941139221,1
0.9476130604743958,1
0.9882634282112122,1
0.9664564728736877,1
0.9729865193367004,1
0.9729899764060974,1
0.9729876518249512,1
0.9956185221672058,1
0.9937200546264648,1
0.9814328551292419,0
0.9961755275726318,1
0.9826115965843201,0
0.8746405243873596,0
0.9927272796630859,1
0.9927412867546082,1
0.9911991357803345,1
0.9974125623703003,1
0.9748281836509705,1
0.9945546984672546,1
0.999117910861969,1
0.9986151456832886,1
0.9985562562942505,1
0.9990689754486084,1
0.9971396327018738,0
0.9991483688354492,1
0.9925475716590881,1
0.9986487627029419,1
0.9961093664169312,1
0.9951217174530029,1
0.8482664227485657,0
0.9976130127906799,0
0.9897481799125671,0
0.22637732326984406,0
0.9981200098991394,1
0.9981342554092407,1
0.9930848479270935,0
0.9520891904830933,1
0.9236562848091125,1
0.9911148548126221,0
0.7153240442276001,1
0.9952283501625061,1
0.9958493709564209,1
0.9958552122116089,1
0.9958590865135193,1
0.9958552122116089,1
0.9958493709564209,1
0.9958552122116089,1
0.9958493709564209,1
0.9958552122116089,1
0.9958493709564209,1
0.9958552122116089,1
0.9958590865135193,1
0.9958493709564209,1
0.9958552122116089,1
0.9958493709564209,1
0.9958552122116089,1
0.9958493709564209,1
0.9958493709564209,1
0.9958599209785461,1
0.9958590865135193,1
0.9958493709564209,1
0.9958552122116089,1
0.9958493709564209,1
0.9958552122116089,1
0.9958590865135193,1
0.9958493709564209,1
0.9982391595840454,1
0.9992448687553406,1
0.9998346567153931,1
0.9996813535690308,1
0.9962509870529175,1
0.9901487231254578,1
0.9989146590232849,1
0.9984225034713745,1
0.9993039965629578,1
0.9937129020690918,1
0.9980675578117371,1
0.9998030662536621,1
0.9995219111442566,0
0.9994585514068604,1
0.9997321963310242,1
0.9987143278121948,1
0.9964495301246643,1
0.9854708909988403,0
0.9998990297317505,1
0.9995695948600769,1
0.9998232126235962,1
0.9969848394393921,1
0.9997085928916931,1
0.9994504451751709,1
0.9991137385368347,1
0,1
0.9837247729301453,1
0.9941132664680481,1
0.9941765666007996,1
0.8787641525268555,1
0.9900040030479431,1
0.9790191054344177,1
0.9984443187713623,1
0.9972589015960693,1
0.9855195879936218,1
0.998420774936676,0
0.995562732219696,0
0.9772387146949768,0
0.9956796765327454,1
0.9840855598449707,1
0.9449943900108337,1
0.9943735599517822,1
0.9841166138648987,1
0.967189610004425,1
0.9764117002487183,0
0.9819996953010559,1
0.9869440197944641,1
0.981465756893158,1
0.9904010891914368,1
0,1
0.9229398369789124,1
0.9820969700813293,1
0.9581665396690369,1
0.9742050170898438,1
0.9898242950439453,1
0.9605087041854858,1
0.997230052947998,1
0.9981804490089417,1
0.995104193687439,1
0.9972610473632812,1
0.9957936406135559,1
0.9997105002403259,1
0.8777327537536621,0
0.9996975064277649,1
0.9781134724617004,1
0.9877350330352783,1
0.4184296131134033,0
0.978489875793457,0
0.960077702999115,1
0.9997106194496155,1
0.9874094128608704,0
0.6597102284431458,1
0.9679338335990906,0
0.9676036834716797,0
0.9679338335990906,0
0.9690075516700745,0
0.9679338335990906,0
0.9690075516700745,0
0.9679338335990906,0
0.9680736660957336,0
0.9679338335990906,0
0.9942388534545898,1
0.9942388534545898,1
0.9942388534545898,1
0.9942388534545898,1
0.9942388534545898,1
0.997651994228363,0
0.9394667148590088,1
0.9259529113769531,1
0.9986703991889954,1
0,1
0.9316980242729187,1
0.7165542840957642,1
0.7148138880729675,1
0.9824339151382446,1
0.9826509356498718,1
0.9985529780387878,1
0.9978682994842529,1
0.9986979961395264,1
0.9997702240943909,1
0.9998165965080261,1
0.9998088479042053,1
0.9985517859458923,1
0.946174681186676,1
0.9872331023216248,1
0.9834356307983398,1
0.9722723364830017,1
0.3535654544830322,1
0.3535650074481964,1
0.9973500370979309,1
0.9960148930549622,1
0.9861350655555725,0
0.9989508390426636,1
0.9984303116798401,1
0.9305354356765747,0
0.9997032284736633,1
0.9956853985786438,1
0.9903658032417297,1
0.9897425770759583,1
0.9897425770759583,1
0.994547426700592,0
0.9977241158485413,1
0.9952988624572754,1
0.9992095232009888,0
0.9982726573944092,1
0.9974430799484253,1
0.9975233674049377,1
0.9940342307090759,0
0.9955852627754211,0
0.9966881275177002,1
0.9810833930969238,1
0.9783430695533752,1
0.959342896938324,1
0.932666003704071,1
0.9906097650527954,0
0.9909560680389404,0
0.9906097650527954,0
0.9908105731010437,0
0.9909560680389404,0
0.9906097650527954,0
0.9906097650527954,0
0.9909560680389404,0
0.9906097650527954,0
0.9941964745521545,0
0.9776874780654907,1
0.9681638479232788,1
0.9962538480758667,0
0.9844136834144592,1
0.9922916889190674,0
0.9243881106376648,1
0.9922940135002136,0
0.9192845821380615,1
0.9391865730285645,1
0.9873288869857788,0
0.9943963885307312,0
0.9991701245307922,1
