actual,predict
1,0.9966342449
1,0.9966342449
1,0.9966342449
1,0.9966342449
1,0.9862971306
1,0.9862971306
1,0.9862971306
1,0.9966342449
1,0.9966342449
1,0.9896678329
1,0.9960817099
1,0.9960817099
1,0.9960817099
1,0.9960817099
1,0.9879665375
1,0.9960817099
1,0.9966342449
1,0.9966342449
1,0.9985379577
1,0.998391211
1,0.9979336858
1,0.9983428717
1,0.9985060096
1,0.9983385801
1,0.998431921
1,0.9983749986
1,0.9982170463
1,0.9983428717
1,0.9979336858
1,0.9984452724
1,0.9983296394
1,0.9990116358
1,0.9983705878
1,0.9982480407
1,0.9984224439
1,0.9983150363
1,0.9981954098
1,0.9983273745
1,0.9983974695
1,0.9997758269
1,0.9990327954
1,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0.9996283054
1,0.999211669
1,0.9992382526
1,0.9991503954
1,0.9991503954
1,0.9992371798
1,0.9993122816
1,0.9993826151
1,0.9995164871
1,0.9995163679
1,0.9991006255
1,0.9992830753
1,0.9991012216
1,0.9991012216
1,0.9994408488
1,0.9992780089
1,0.9992637038
1,0.9993864298
1,0.999481082
1,0.9988124967
1,0.9988687634
1,0.9987706542
1,0.9986878633
1,0.9837542772
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
1,0
1,0.2764318287
1,0.2414443493
1,0.2414442301
1,0.2414442301
1,0
1,0.3814893365
1,0.227892831
1,0.3139699399
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0.323957324
1,0.2226055264
1,0
1,0.5859524608
1,0
1,0.2669426203
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0.2967302799
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0.2875531614
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.9994032383
0,0.9994033575
0,0.9993780851
0,0.9993780851
0,0.9980672002
0,0.9994033575
0,0.9983562827
0,0.9983561635
0,0.9812007546
0,0.9812007546
0,0.977119267
0,0.9812008739
0,0.9771198034
0,0.9764261842
0,0.9764266014
0,0.9915956855
0,0.9915956855
0,0.8637953997
0,0.8637953997
0,0.8637961745
0,0.8541996479
0,0.5363718867
0,0.9930525422
0,0.3497989774
0,0.9995667338
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0.5407438874
1,0.5407484174
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0.905182302
1,0.9051368237
1,0.9051352739
1,0.9051353931
1,0
1,0
1,0.9592670798
1,0.97543782
1,0.9533100128
1,0.9533221126
1,0.9533221126
1,0.9533219934
1,0.9583503604
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
